id,label
206,ship
207,ship
208,deer
209,deer
210,frog
211,deer
212,airplane
213,deer
214,frog
215,frog
216,deer
217,ship
218,deer
219,frog
220,ship
221,airplane
222,frog
223,airplane
224,ship
225,deer
226,airplane
227,ship
228,ship
229,frog
230,deer
231,ship
232,ship
233,deer
234,ship
235,ship
236,frog
237,frog
238,frog
239,ship
240,ship
241,airplane
242,airplane
243,ship
244,ship
245,airplane
246,airplane
247,airplane
248,ship
249,ship
250,airplane
251,deer
252,frog
253,frog
254,deer
255,deer
256,frog
257,airplane
258,ship
259,airplane
260,ship
261,deer
262,frog
263,airplane
264,frog
265,deer
266,frog
267,airplane
268,frog
269,frog
270,ship
271,airplane
272,deer
273,deer
274,airplane
275,deer
276,frog
277,deer
278,deer
279,deer
280,frog
281,frog
282,airplane
283,frog
284,deer
285,airplane
286,airplane
287,airplane
288,airplane
289,ship
290,deer
291,ship
292,airplane
293,frog
294,deer
295,deer
296,airplane
297,ship
298,ship
299,frog
300,frog
301,frog
302,ship
303,deer
304,frog
305,airplane
306,airplane
307,airplane
308,ship
309,frog
310,ship
311,frog
312,airplane
313,airplane
314,frog
315,airplane
316,deer
317,deer
318,airplane
319,ship
320,frog
321,ship
322,ship
323,deer
324,frog
325,airplane
326,airplane
327,ship
328,ship
329,ship
330,airplane
331,frog
332,ship
333,airplane
334,deer
335,frog
336,frog
337,airplane
338,ship
339,deer
340,frog
341,frog
342,frog
343,airplane
344,deer
345,frog
346,deer
347,ship
348,ship
349,frog
350,frog
351,airplane
352,deer
353,ship
354,airplane
355,airplane
356,deer
357,ship
358,deer
359,ship
360,ship
361,ship
362,frog
363,ship
364,frog
365,ship
366,airplane
367,frog
368,deer
369,airplane
370,airplane
371,ship
372,airplane
373,frog
374,frog
375,frog
376,frog
377,deer
378,airplane
379,frog
380,deer
381,frog
382,deer
383,frog
384,frog
385,airplane
386,deer
387,airplane
388,ship
389,deer
390,deer
391,deer
392,ship
393,deer
394,frog
395,frog
396,airplane
397,deer
398,ship
399,ship
400,airplane
401,deer
402,deer
403,deer
404,airplane
405,frog
406,ship
407,airplane
408,deer
409,deer
410,deer
411,deer
412,ship
413,airplane
414,frog
415,ship
416,frog
417,frog
418,deer
419,deer
420,frog
421,frog
422,frog
423,ship
424,frog
425,ship
426,frog
427,airplane
428,airplane
429,frog
430,frog
431,frog
432,ship
433,ship
434,ship
435,frog
436,deer
437,ship
438,frog
439,airplane
440,ship
441,ship
442,airplane
443,frog
444,ship
445,ship
446,airplane
447,airplane
448,frog
449,airplane
450,frog
451,frog
452,ship
453,ship
454,airplane
455,deer
456,airplane
457,airplane
458,deer
459,ship
460,frog
461,frog
462,deer
463,frog
464,frog
465,ship
466,airplane
467,airplane
468,deer
469,ship
470,frog
471,frog
472,ship
473,airplane
474,ship
475,deer
476,ship
477,airplane
478,airplane
479,airplane
480,frog
481,frog
482,frog
483,airplane
484,deer
485,airplane
486,frog
487,airplane
488,deer
489,airplane
490,airplane
491,frog
492,deer
493,frog
494,deer
495,airplane
496,frog
497,ship
498,ship
499,airplane
500,ship
501,frog
502,deer
503,ship
504,airplane
505,ship
506,frog
507,frog
508,airplane
509,ship
510,deer
511,ship
512,deer
513,frog
514,airplane
515,ship
516,deer
517,airplane
518,deer
519,deer
520,airplane
521,airplane
522,ship
523,deer
524,ship
525,ship
526,deer
527,airplane
528,deer
529,deer
530,ship
531,deer
532,airplane
533,deer
534,deer
535,deer
536,deer
537,ship
538,deer
539,frog
540,frog
541,airplane
542,ship
543,deer
544,ship
545,frog
546,airplane
547,deer
548,airplane
549,ship
550,ship
551,airplane
552,deer
553,airplane
554,frog
555,deer
556,deer
557,deer
558,deer
559,ship
560,frog
561,frog
562,deer
563,frog
564,ship
565,frog
566,deer
567,frog
568,ship
569,airplane
570,airplane
571,airplane
572,ship
573,deer
574,deer
575,deer
576,ship
577,ship
578,frog
579,deer
580,ship
581,ship
582,ship
583,airplane
584,frog
585,frog
586,ship
587,deer
588,deer
589,ship
590,frog
591,airplane
592,deer
593,airplane
594,ship
595,ship
596,airplane
597,airplane
598,deer
599,frog
600,ship
601,frog
602,deer
603,deer
604,ship
605,frog
606,airplane
607,deer
608,airplane
609,airplane
610,ship
611,airplane
612,deer
613,airplane
614,airplane
615,ship
616,ship
617,airplane
618,frog
619,frog
620,deer
621,airplane
622,ship
623,airplane
624,ship
625,deer
626,ship
627,airplane
628,ship
629,deer
630,airplane
631,airplane
632,deer
633,frog
634,frog
635,deer
636,frog
637,frog
638,airplane
639,frog
640,frog
641,deer
642,ship
643,airplane
644,frog
645,ship
646,deer
647,deer
648,frog
649,frog
650,frog
651,airplane
652,airplane
653,airplane
654,deer
655,frog
656,ship
657,airplane
658,airplane
659,airplane
660,frog
661,deer
662,ship
663,ship
664,deer
665,deer
666,airplane
667,frog
668,frog
669,airplane
670,deer
671,airplane
672,frog
673,frog
674,deer
675,deer
676,frog
677,ship
678,deer
679,frog
680,ship
681,deer
682,deer
683,deer
684,deer
685,airplane
686,ship
687,deer
688,deer
689,airplane
690,ship
691,ship
692,airplane
693,frog
694,ship
695,ship
696,airplane
697,ship
698,frog
699,ship
700,frog
701,deer
702,deer
703,ship
704,airplane
705,ship
706,deer
707,airplane
708,airplane
709,airplane
710,deer
711,airplane
712,ship
713,ship
714,frog
715,deer
716,frog
717,ship
718,frog
719,deer
720,airplane
721,frog
722,frog
723,deer
724,ship
725,ship
726,airplane
727,airplane
728,airplane
729,frog
730,frog
731,deer
732,ship
733,frog
734,ship
735,ship
736,ship
737,ship
738,deer
739,deer
740,ship
741,deer
742,ship
743,frog
744,deer
745,frog
746,frog
747,airplane
748,deer
749,deer
750,airplane
751,deer
752,frog
753,ship
754,ship
755,airplane
756,deer
757,airplane
758,deer
759,frog
760,frog
761,frog
762,ship
763,deer
764,ship
765,deer
766,ship
767,ship
768,deer
769,deer
770,deer
771,airplane
772,airplane
773,frog
774,frog
775,ship
776,airplane
777,deer
778,deer
779,deer
780,airplane
781,airplane
782,deer
783,deer
784,deer
785,deer
786,airplane
787,ship
788,frog
789,ship
790,deer
791,ship
792,deer
793,airplane
794,frog
795,deer
796,airplane
797,deer
798,ship
799,deer
800,frog
801,frog
802,airplane
803,deer
804,deer
805,airplane
806,frog
807,frog
808,ship
809,frog
810,airplane
811,ship
812,ship
813,deer
814,ship
815,deer
816,airplane
817,frog
818,airplane
819,frog
820,deer
821,airplane
822,frog
823,deer
824,ship
825,ship
826,airplane
827,ship
828,airplane
829,airplane
830,ship
831,airplane
832,ship
833,frog
834,airplane
835,airplane
836,ship
837,airplane
838,airplane
839,ship
840,frog
841,frog
842,frog
843,airplane
844,deer
845,airplane
846,ship
847,airplane
848,deer
849,ship
850,ship
851,deer
852,deer
853,deer
854,ship
855,frog
856,frog
857,deer
858,deer
859,airplane
860,ship
861,ship
862,frog
863,frog
864,frog
865,deer
866,deer
867,deer
868,frog
869,ship
870,deer
871,frog
872,airplane
873,deer
874,airplane
875,frog
876,frog
877,frog
878,deer
879,airplane
880,frog
881,ship
882,ship
883,ship
884,airplane
885,airplane
886,ship
887,deer
888,ship
889,deer
890,frog
891,airplane
892,deer
893,deer
894,frog
895,airplane
896,deer
897,ship
898,deer
899,deer
900,ship
901,ship
902,frog
903,deer
904,frog
905,ship
906,ship
907,airplane
908,deer
909,deer
910,deer
911,frog
912,frog
913,deer
914,airplane
915,frog
916,deer
917,ship
918,deer
919,airplane
920,airplane
921,airplane
922,ship
923,frog
924,ship
925,frog
926,frog
927,airplane
928,deer
929,ship
930,ship
931,airplane
932,frog
933,deer
934,frog
935,frog
936,deer
937,ship
938,frog
939,deer
940,deer
941,ship
942,frog
943,airplane
944,ship
945,ship
946,deer
947,deer
948,airplane
949,ship
950,frog
951,airplane
952,airplane
953,ship
954,airplane
955,airplane
956,airplane
957,frog
958,deer
959,frog
960,airplane
961,ship
962,frog
963,ship
964,ship
965,deer
966,ship
967,airplane
968,ship
969,frog
970,airplane
971,deer
972,airplane
973,frog
974,frog
975,frog
976,airplane
977,deer
978,ship
979,deer
980,deer
981,airplane
982,airplane
983,airplane
984,frog
985,ship
986,airplane
987,airplane
988,ship
989,airplane
990,ship
991,frog
992,ship
993,deer
994,deer
995,airplane
996,deer
997,airplane
998,airplane
999,ship
1000,airplane
1001,airplane
1002,deer
1003,ship
1004,ship
1005,ship
1006,deer
1007,ship
1008,airplane
1009,frog
1010,airplane
1011,frog
1012,ship
1013,deer
1014,deer
1015,ship
1016,deer
1017,ship
1018,airplane
1019,frog
1020,frog
1021,airplane
1022,frog
1023,airplane
1024,airplane
1025,deer
1026,frog
1027,frog
1028,deer
1029,ship
1030,deer
1031,ship
1032,frog
1033,frog
1034,deer
1035,ship
1036,frog
1037,ship
1038,frog
1039,frog
1040,deer
1041,airplane
1042,deer
1043,ship
1044,airplane
1045,deer
1046,frog
1047,ship
1048,ship
1049,deer
1050,ship
1051,ship
1052,frog
1053,airplane
1054,ship
1055,frog
1056,ship
1057,frog
1058,frog
1059,airplane
1060,airplane
1061,frog
1062,airplane
1063,frog
1064,frog
1065,deer
1066,frog
1067,airplane
1068,ship
1069,frog
1070,airplane
1071,ship
1072,airplane
1073,ship
1074,ship
1075,deer
1076,frog
1077,airplane
1078,frog
1079,deer
1080,ship
1081,airplane
1082,airplane
1083,airplane
1084,ship
1085,ship
1086,ship
1087,deer
1088,deer
1089,frog
1090,airplane
1091,ship
1092,airplane
1093,frog
1094,airplane
1095,frog
1096,ship
1097,ship
1098,frog
1099,deer
1100,airplane
1101,frog
1102,deer
1103,frog
1104,deer
1105,deer
1106,airplane
1107,deer
1108,deer
1109,frog
1110,airplane
1111,airplane
1112,airplane
1113,ship
1114,deer
1115,frog
1116,ship
1117,deer
1118,ship
1119,ship
1120,ship
1121,ship
1122,frog
1123,ship
1124,airplane
1125,frog
1126,frog
1127,ship
1128,deer
1129,airplane
1130,frog
1131,deer
1132,deer
1133,frog
1134,ship
1135,ship
1136,ship
1137,airplane
1138,ship
1139,airplane
1140,frog
1141,deer
1142,ship
1143,ship
1144,ship
1145,ship
1146,deer
1147,frog
1148,airplane
1149,deer
1150,frog
1151,deer
1152,deer
1153,frog
1154,deer
1155,deer
1156,ship
1157,airplane
1158,airplane
1159,deer
1160,ship
1161,deer
1162,airplane
1163,airplane
1164,airplane
1165,frog
1166,frog
1167,frog
1168,ship
1169,frog
1170,ship
1171,ship
1172,airplane
1173,airplane
1174,frog
1175,frog
1176,airplane
1177,deer
1178,frog
1179,deer
1180,deer
1181,deer
1182,deer
1183,frog
1184,deer
1185,deer
1186,ship
1187,frog
1188,ship
1189,deer
1190,deer
1191,ship
1192,frog
1193,frog
1194,deer
1195,ship
1196,airplane
1197,ship
1198,frog
1199,frog
1200,frog
1201,ship
1202,deer
1203,airplane
1204,airplane
1205,airplane
1206,deer
1207,ship
1208,ship
1209,frog
1210,airplane
1211,airplane
1212,airplane
1213,frog
1214,airplane
1215,frog
1216,frog
1217,frog
1218,ship
1219,deer
1220,frog
1221,ship
1222,ship
1223,frog
1224,deer
1225,frog
1226,deer
1227,airplane
1228,frog
1229,frog
1230,deer
1231,deer
1232,frog
1233,frog
1234,airplane
1235,frog
1236,airplane
1237,deer
1238,deer
1239,frog
1240,deer
1241,ship
1242,ship
1243,frog
1244,airplane
1245,deer
1246,deer
1247,frog
1248,airplane
1249,airplane
1250,airplane
1251,ship
1252,ship
1253,airplane
1254,ship
1255,airplane
1256,ship
1257,frog
1258,airplane
1259,airplane
1260,deer
1261,deer
1262,frog
1263,airplane
1264,ship
1265,ship
1266,frog
1267,frog
1268,frog
1269,airplane
1270,frog
1271,frog
1272,deer
1273,airplane
1274,airplane
1275,ship
1276,deer
1277,ship
1278,frog
1279,ship
1280,airplane
1281,ship
1282,deer
1283,airplane
1284,frog
1285,airplane
1286,deer
1287,ship
1288,deer
1289,frog
1290,ship
1291,ship
1292,ship
1293,ship
1294,deer
1295,frog
1296,ship
1297,ship
1298,deer
1299,airplane
1300,deer
1301,airplane
1302,deer
1303,frog
1304,airplane
1305,frog
1306,frog
1307,airplane
1308,frog
1309,airplane
1310,airplane
1311,ship
1312,deer
1313,deer
1314,frog
1315,airplane
1316,deer
1317,frog
1318,deer
1319,ship
1320,frog
1321,frog
1322,ship
1323,airplane
1324,ship
1325,deer
1326,ship
1327,deer
1328,frog
1329,airplane
1330,frog
1331,ship
1332,ship
1333,airplane
1334,deer
1335,deer
1336,frog
1337,airplane
1338,ship
1339,airplane
1340,deer
1341,deer
1342,ship
1343,airplane
1344,ship
1345,deer
1346,frog
1347,deer
1348,ship
1349,frog
1350,ship
1351,deer
1352,airplane
1353,ship
1354,deer
1355,frog
1356,ship
1357,deer
1358,airplane
1359,ship
1360,airplane
1361,ship
1362,airplane
1363,airplane
1364,airplane
1365,airplane
1366,frog
1367,airplane
1368,airplane
1369,ship
1370,airplane
1371,ship
1372,deer
1373,ship
1374,ship
1375,deer
1376,airplane
1377,airplane
1378,frog
1379,airplane
1380,deer
1381,ship
1382,airplane
1383,deer
1384,ship
1385,deer
1386,deer
1387,frog
1388,frog
1389,ship
1390,ship
1391,deer
1392,frog
1393,frog
1394,deer
1395,ship
1396,ship
1397,ship
1398,deer
1399,frog
1400,frog
1401,airplane
1402,frog
1403,airplane
1404,deer
1405,airplane
1406,deer
1407,ship
1408,frog
1409,deer
1410,deer
1411,deer
1412,airplane
1413,ship
1414,ship
1415,frog
1416,airplane
1417,ship
1418,ship
1419,deer
1420,ship
1421,frog
1422,ship
1423,frog
1424,deer
1425,deer
1426,airplane
1427,ship
1428,ship
1429,deer
1430,frog
1431,deer
1432,frog
1433,deer
1434,frog
1435,ship
1436,frog
1437,frog
1438,deer
1439,airplane
1440,deer
1441,deer
1442,deer
1443,ship
1444,airplane
1445,airplane
1446,frog
1447,deer
1448,deer
1449,deer
1450,ship
1451,frog
1452,airplane
1453,deer
1454,frog
1455,airplane
1456,airplane
1457,deer
1458,ship
1459,airplane
1460,ship
1461,airplane
1462,deer
1463,frog
1464,frog
1465,frog
1466,frog
1467,deer
1468,frog
1469,airplane
1470,airplane
1471,deer
1472,ship
1473,airplane
1474,frog
1475,ship
1476,ship
1477,deer
1478,frog
1479,ship
1480,deer
1481,frog
1482,ship
1483,ship
1484,ship
1485,airplane
1486,airplane
1487,frog
1488,frog
1489,deer
1490,airplane
1491,deer
1492,ship
1493,airplane
1494,frog
1495,ship
1496,ship
1497,frog
1498,frog
1499,deer
1500,frog
1501,deer
1502,deer
1503,airplane
1504,deer
1505,airplane
1506,deer
1507,airplane
1508,frog
1509,airplane
1510,frog
1511,frog
1512,frog
1513,airplane
1514,frog
1515,deer
1516,deer
1517,ship
1518,airplane
1519,deer
1520,frog
1521,airplane
1522,frog
1523,frog
1524,airplane
1525,deer
1526,deer
1527,ship
1528,frog
1529,ship
1530,airplane
1531,frog
1532,ship
1533,deer
1534,ship
1535,frog
1536,deer
1537,deer
1538,deer
1539,ship
1540,ship
1541,ship
1542,frog
1543,deer
1544,ship
1545,frog
1546,frog
1547,deer
1548,airplane
1549,deer
1550,deer
1551,ship
1552,deer
1553,frog
1554,frog
1555,frog
1556,ship
1557,airplane
1558,deer
1559,deer
1560,frog
1561,frog
1562,frog
1563,ship
1564,airplane
1565,ship
1566,frog
1567,deer
1568,frog
1569,airplane
1570,frog
1571,airplane
1572,deer
1573,ship
1574,airplane
1575,ship
1576,frog
1577,deer
1578,frog
1579,deer
1580,deer
1581,deer
1582,frog
1583,ship
1584,deer
1585,airplane
1586,ship
1587,ship
1588,airplane
1589,ship
1590,airplane
1591,frog
1592,airplane
1593,deer
1594,ship
1595,airplane
1596,airplane
1597,ship
1598,airplane
1599,deer
1600,airplane
1601,frog
1602,deer
1603,airplane
1604,deer
1605,deer
1606,frog
1607,ship
1608,deer
1609,airplane
1610,airplane
1611,frog
1612,frog
1613,deer
1614,frog
1615,deer
1616,ship
1617,airplane
1618,deer
1619,deer
1620,airplane
1621,airplane
1622,ship
1623,ship
1624,deer
1625,airplane
1626,ship
1627,deer
1628,frog
1629,ship
1630,airplane
1631,ship
1632,deer
1633,deer
1634,frog
1635,airplane
1636,frog
1637,frog
1638,ship
1639,deer
1640,ship
1641,ship
1642,frog
1643,airplane
1644,frog
1645,frog
1646,airplane
1647,ship
1648,airplane
1649,frog
1650,deer
1651,frog
1652,ship
1653,deer
1654,ship
1655,airplane
1656,airplane
1657,ship
1658,deer
1659,deer
1660,deer
1661,deer
1662,airplane
1663,airplane
1664,frog
1665,deer
1666,frog
1667,ship
1668,frog
1669,airplane
1670,airplane
1671,airplane
1672,frog
1673,frog
1674,ship
1675,ship
1676,frog
1677,frog
1678,airplane
1679,airplane
1680,deer
1681,deer
1682,frog
1683,deer
1684,frog
1685,frog
1686,frog
1687,deer
1688,frog
1689,deer
1690,ship
1691,airplane
1692,frog
1693,frog
1694,frog
1695,frog
1696,frog
1697,airplane
1698,deer
1699,deer
1700,ship
1701,airplane
1702,airplane
1703,airplane
1704,frog
1705,ship
1706,deer
1707,deer
1708,airplane
1709,ship
1710,frog
1711,deer
1712,deer
1713,frog
1714,ship
1715,airplane
1716,deer
1717,frog
1718,deer
1719,deer
1720,frog
1721,airplane
1722,ship
1723,ship
1724,ship
1725,frog
1726,ship
1727,deer
1728,deer
1729,airplane
1730,frog
1731,deer
1732,ship
1733,deer
1734,ship
1735,ship
1736,deer
1737,airplane
1738,deer
1739,deer
1740,ship
1741,frog
1742,frog
1743,airplane
1744,airplane
1745,ship
1746,airplane
1747,deer
1748,deer
1749,frog
1750,airplane
1751,airplane
1752,airplane
1753,ship
1754,airplane
1755,ship
1756,frog
1757,ship
1758,frog
1759,frog
1760,deer
1761,airplane
1762,airplane
1763,ship
1764,frog
1765,deer
1766,ship
1767,deer
1768,ship
1769,airplane
1770,deer
1771,deer
1772,ship
1773,ship
1774,deer
1775,ship
1776,ship
1777,deer
1778,deer
1779,frog
1780,airplane
1781,ship
1782,airplane
1783,deer
1784,ship
1785,airplane
1786,deer
1787,frog
1788,deer
1789,airplane
1790,airplane
1791,ship
1792,ship
1793,airplane
1794,airplane
1795,deer
1796,ship
1797,airplane
1798,airplane
1799,frog
1800,ship
1801,deer
1802,deer
1803,ship
1804,deer
1805,airplane
1806,frog
1807,frog
1808,deer
1809,deer
1810,ship
1811,deer
1812,frog
1813,frog
1814,ship
1815,frog
1816,airplane
1817,airplane
1818,ship
1819,deer
1820,frog
1821,frog
1822,airplane
1823,frog
1824,deer
1825,frog
1826,ship
1827,frog
1828,deer
1829,frog
1830,ship
1831,deer
1832,frog
1833,frog
1834,ship
1835,ship
1836,airplane
1837,ship
1838,airplane
1839,ship
1840,airplane
1841,airplane
1842,frog
1843,airplane
1844,deer
1845,airplane
1846,ship
1847,ship
1848,deer
1849,airplane
1850,ship
1851,airplane
1852,ship
1853,airplane
1854,airplane
1855,airplane
1856,deer
1857,airplane
1858,ship
1859,airplane
1860,airplane
1861,frog
1862,frog
1863,ship
1864,airplane
1865,airplane
1866,deer
1867,airplane
1868,airplane
1869,frog
1870,frog
1871,airplane
1872,deer
1873,airplane
1874,ship
1875,ship
1876,airplane
1877,ship
1878,frog
1879,airplane
1880,ship
1881,ship
1882,frog
1883,airplane
1884,airplane
1885,airplane
1886,ship
1887,frog
1888,frog
1889,ship
1890,deer
1891,ship
1892,airplane
1893,airplane
1894,frog
1895,deer
1896,deer
1897,frog
1898,airplane
1899,ship
1900,airplane
1901,ship
1902,airplane
1903,airplane
1904,ship
1905,frog
1906,deer
1907,frog
1908,deer
1909,frog
1910,ship
1911,airplane
1912,frog
1913,deer
1914,frog
1915,airplane
1916,frog
1917,deer
1918,airplane
1919,frog
1920,deer
1921,deer
1922,deer
1923,deer
1924,ship
1925,ship
1926,deer
1927,airplane
1928,ship
1929,airplane
1930,airplane
1931,ship
1932,ship
1933,deer
1934,airplane
1935,frog
1936,frog
1937,deer
1938,deer
1939,ship
1940,ship
1941,deer
1942,airplane
1943,deer
1944,frog
1945,frog
1946,deer
1947,deer
1948,ship
1949,ship
1950,airplane
1951,ship
1952,deer
1953,airplane
1954,frog
1955,frog
1956,frog
1957,deer
1958,airplane
1959,airplane
1960,ship
1961,ship
1962,deer
1963,frog
1964,frog
1965,airplane
1966,frog
1967,frog
1968,ship
1969,airplane
1970,ship
1971,deer
1972,ship
1973,frog
1974,ship
1975,frog
1976,ship
1977,frog
1978,ship
1979,airplane
1980,airplane
1981,ship
1982,frog
1983,ship
1984,ship
1985,frog
1986,ship
1987,ship
1988,ship
1989,deer
1990,frog
1991,deer
1992,ship
1993,ship
1994,ship
1995,airplane
1996,deer
1997,airplane
1998,ship
1999,airplane
2000,ship
2001,deer
2002,ship
2003,airplane
2004,airplane
2005,frog
2006,frog
2007,frog
2008,ship
2009,frog
2010,deer
2011,ship
2012,ship
2013,ship
2014,frog
2015,frog
2016,deer
2017,airplane
2018,frog
2019,deer
2020,frog
2021,ship
2022,ship
2023,airplane
2024,airplane
2025,ship
2026,deer
2027,airplane
2028,frog
2029,airplane
2030,airplane
2031,ship
2032,frog
2033,airplane
2034,airplane
2035,deer
2036,frog
2037,frog
2038,frog
2039,frog
2040,airplane
2041,ship
2042,airplane
2043,frog
2044,deer
2045,ship
2046,frog
2047,airplane
2048,deer
2049,ship
2050,deer
2051,ship
2052,ship
2053,deer
2054,ship
2055,frog
2056,deer
2057,deer
2058,ship
2059,deer
2060,airplane
2061,ship
2062,deer
2063,frog
2064,frog
2065,airplane
2066,airplane
2067,airplane
2068,frog
2069,frog
2070,frog
2071,frog
2072,airplane
2073,deer
2074,ship
2075,frog
2076,airplane
2077,airplane
2078,deer
2079,frog
2080,deer
2081,ship
2082,airplane
2083,deer
2084,ship
2085,frog
2086,frog
2087,deer
2088,frog
2089,deer
2090,airplane
2091,ship
2092,deer
2093,deer
2094,ship
2095,frog
2096,airplane
2097,frog
2098,airplane
2099,ship
2100,ship
2101,airplane
2102,airplane
2103,frog
2104,airplane
2105,ship
2106,frog
2107,airplane
2108,deer
2109,frog
2110,frog
2111,airplane
2112,frog
2113,deer
2114,frog
2115,deer
2116,frog
2117,ship
2118,airplane
2119,ship
2120,frog
2121,airplane
2122,frog
2123,frog
2124,deer
2125,airplane
2126,frog
2127,frog
2128,deer
2129,deer
2130,deer
2131,frog
2132,ship
2133,deer
2134,deer
2135,airplane
2136,frog
2137,airplane
2138,deer
2139,deer
2140,airplane
2141,ship
2142,ship
2143,frog
2144,deer
2145,deer
2146,deer
2147,frog
2148,deer
2149,ship
2150,ship
2151,airplane
2152,ship
2153,ship
2154,ship
2155,ship
2156,deer
2157,deer
2158,ship
2159,frog
2160,deer
2161,airplane
2162,frog
2163,ship
2164,ship
2165,ship
2166,ship
2167,ship
2168,ship
2169,ship
2170,deer
2171,deer
2172,frog
2173,frog
2174,ship
2175,deer
2176,frog
2177,ship
2178,frog
2179,ship
2180,airplane
2181,frog
2182,airplane
2183,airplane
2184,airplane
2185,airplane
2186,airplane
2187,frog
2188,ship
2189,airplane
2190,deer
2191,deer
2192,airplane
2193,deer
2194,ship
2195,airplane
2196,deer
2197,frog
2198,frog
2199,deer
2200,frog
2201,ship
2202,frog
2203,airplane
2204,deer
2205,ship
2206,airplane
2207,ship
2208,frog
2209,frog
2210,frog
2211,ship
2212,ship
2213,frog
2214,frog
2215,airplane
2216,frog
2217,frog
2218,airplane
2219,deer
2220,frog
2221,airplane
2222,ship
2223,frog
2224,frog
2225,airplane
2226,ship
2227,airplane
2228,frog
2229,airplane
2230,deer
2231,frog
2232,deer
2233,airplane
2234,deer
2235,frog
2236,ship
2237,deer
2238,ship
2239,ship
2240,frog
2241,airplane
2242,deer
2243,ship
2244,airplane
2245,ship
2246,airplane
2247,airplane
2248,frog
2249,airplane
2250,ship
2251,airplane
2252,ship
2253,ship
2254,airplane
2255,deer
2256,ship
2257,deer
2258,frog
2259,deer
2260,deer
2261,airplane
2262,deer
2263,frog
2264,deer
2265,frog
2266,frog
2267,deer
2268,airplane
2269,airplane
2270,frog
2271,ship
2272,frog
2273,ship
2274,airplane
2275,airplane
2276,airplane
2277,ship
2278,deer
2279,airplane
2280,ship
2281,airplane
2282,frog
2283,airplane
2284,deer
2285,ship
2286,airplane
2287,deer
2288,frog
2289,frog
2290,airplane
2291,frog
2292,airplane
2293,deer
2294,frog
2295,frog
2296,ship
2297,airplane
2298,deer
2299,airplane
2300,deer
2301,airplane
2302,deer
2303,deer
2304,ship
2305,deer
2306,deer
2307,frog
2308,airplane
2309,ship
2310,airplane
2311,ship
2312,ship
2313,ship
2314,airplane
2315,deer
2316,airplane
2317,ship
2318,airplane
2319,frog
2320,airplane
2321,ship
2322,deer
2323,ship
2324,airplane
2325,ship
2326,deer
2327,deer
2328,frog
2329,frog
2330,frog
2331,airplane
2332,ship
2333,frog
2334,frog
2335,airplane
2336,airplane
2337,ship
2338,airplane
2339,airplane
2340,deer
2341,deer
2342,frog
2343,frog
2344,ship
2345,frog
2346,airplane
2347,deer
2348,frog
2349,deer
2350,frog
2351,ship
2352,ship
2353,airplane
2354,deer
2355,frog
2356,deer
2357,airplane
2358,frog
2359,ship
2360,ship
2361,deer
2362,deer
2363,airplane
2364,frog
2365,ship
2366,airplane
2367,deer
2368,airplane
2369,airplane
2370,ship
2371,frog
2372,deer
2373,ship
2374,deer
2375,frog
2376,deer
2377,ship
2378,ship
2379,frog
2380,airplane
2381,ship
2382,ship
2383,deer
2384,airplane
2385,deer
2386,ship
2387,deer
2388,airplane
2389,deer
2390,frog
2391,ship
2392,airplane
2393,deer
2394,frog
2395,airplane
2396,ship
2397,frog
2398,airplane
2399,airplane
